Mon Aug 20 17:27:59 2018    profile.stats

         328200 function calls (322435 primitive calls) in 0.546 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\numeric.py:2592(geterr)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\numeric.py:2817(_unspecified)
        4    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\numeric.py:2887(__init__)
        4    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\numeric.py:2891(__enter__)
        4    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\numeric.py:2896(__exit__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\numeric.py:2824(errstate)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\numeric.py:2902(_setdef)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\numeric.py:2923(<listcomp>)
        4    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\numeric.py:2916(extend_all)
        1    0.000    0.000    0.008    0.008 E:\python\python36\lib\site-packages\numpy\core\numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pickle.py:88(_Stop)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pickle.py:220(_Unframer)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pickle.py:345(_Pickler)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pickle.py:986(_Unpickler)
        1    0.000    0.000    0.003    0.003 E:\python\python36\lib\pickle.py:24(<module>)
       43    0.000    0.000    0.000    0.000 E:\python\python36\lib\_compat_pickle.py:165(<genexpr>)
       86    0.000    0.000    0.000    0.000 E:\python\python36\lib\_compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\_compat_pickle.py:9(<module>)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\fromnumeric.py:64(_wrapreduction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\fromnumeric.py:2227(amax)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\fromnumeric.py:2337(amin)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\numpy\core\fromnumeric.py:3(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\_methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:72(<dictcomp>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:67(_make_options_dict)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:357(<lambda>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:348(_get_formatdict)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:401(_get_format_function)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:453(wrapper)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:450(decorating_function)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:440(_recursive_guard)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:470(_array2string)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:499(array2string)
       90    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:671(_extendLine)
    151/1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:694(recurser)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:685(_formatArray)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:803(_none_or_positive_arg)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:812(__init__)
       91    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:889(<genexpr>)
       91    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:894(<genexpr>)
       91    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:898(<genexpr>)
       91    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:899(<genexpr>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:839(fillFormat)
       90    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:923(__call__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:810(FloatingFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:953(FloatFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:960(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1109(IntegerFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1122(BoolFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1132(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1161(ComplexFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1168(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1176(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1202(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1234(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1239(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1249(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1286(StructureFormat)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1457(array_str)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:1506(set_string_function)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\records.py:85(format_parser)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\records.py:217(record)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\records.py:304(recarray)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\machar.py:7(<module>)
       10    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:18(_fr0)
       30    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:26(_fr1)
       36    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:69(<lambda>)
       30    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:70(<lambda>)
       10    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:71(<lambda>)
        6    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:65(__init__)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:88(_str_eps)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:92(_str_epsneg)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:96(_str_xmin)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:100(_str_xmax)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:104(_str_resolution)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:62(MachArLike)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:251(_get_machar)
       17    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:376(__new__)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:409(_init)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:305(finfo)
        5    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:507(__init__)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:532(max)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:455(iinfo)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\numpy\core\getlimits.py:3(<module>)
        4    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\shape_base.py:11(atleast_1d)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\core\einsumfunc.py:4(<module>)
        1    0.000    0.000    0.042    0.042 E:\python\python36\lib\site-packages\numpy\testing\__init__.py:7(<module>)
        1    0.000    0.000    0.024    0.024 E:\python\python36\lib\unittest\__init__.py:45(<module>)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\result.py:24(TestResult)
        1    0.000    0.000    0.007    0.007 E:\python\python36\lib\unittest\result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\traceback.py:426(TracebackException)
        1    0.000    0.000    0.005    0.005 E:\python\python36\lib\traceback.py:1(<module>)
        1    0.000    0.000    0.004    0.004 E:\python\python36\lib\linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\tokenize.py:99(TokenInfo)
       20    0.000    0.000    0.000    0.000 E:\python\python36\lib\tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\tokenize.py:113(any)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\tokenize.py:114(maybe)
       24    0.000    0.000    0.000    0.000 E:\python\python36\lib\tokenize.py:148(<listcomp>)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\tokenize.py:137(_all_string_prefixes)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.004    0.004 E:\python\python36\lib\tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\token.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:128(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:184(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:297(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:388(__init__)
        6    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:420(addTypeEqualityFunc)
       10    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:1316(_deprecate)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:341(TestCase)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:1338(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\case.py:1396(_SubTest)
        1    0.000    0.000    0.008    0.008 E:\python\python36\lib\unittest\case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:190(_checkLevel)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:219(_acquireLock)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:239(LogRecord)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:384(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:378(PercentStyle)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:402(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:470(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:426(Formatter)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:600(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:642(Filter)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:684(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:679(Filterer)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:751(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:770(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:799(createLock)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:761(Handler)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:950(StreamHandler)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1009(FileHandler)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1078(_StderrHandler)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1108(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1102(PlaceHolder)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1149(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1160(getLogger)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1211(_fixupParents)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1144(Manager)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1252(Logger)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1581(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1575(RootLogger)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1589(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1837(getLogger)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\logging\__init__.py:1965(NullHandler)
        1    0.000    0.000    0.004    0.004 E:\python\python36\lib\logging\__init__.py:24(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\string.py:77(Template)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\string.py:173(Formatter)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\string.py:15(<module>)
       10    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:512(set)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:738(Thread)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_LoggingWatcher)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\loader.py:66(TestLoader)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\unittest\loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\main.py:49(TestProgram)
        1    0.000    0.000    0.005    0.005 E:\python\python36\lib\unittest\main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:200(_Section)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:641(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:652(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:663(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:680(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:713(ArgumentError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:733(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:742(Action)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:833(_StoreAction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:868(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:891(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:908(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:925(_AppendAction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:962(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:988(_CountAction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:1009(_HelpAction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:1028(_VersionAction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:1056(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:1054(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:1150(FileType)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:1204(Namespace)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:1224(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:1531(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:1565(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\argparse.py:1585(ArgumentParser)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\runner.py:120(TextTestRunner)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\unittest\runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\unittest\signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\unittest\signals.py:1(<module>)
       28    0.000    0.000    0.000    0.000 E:\python\python36\lib\signal.py:10(<lambda>)
       29    0.000    0.000    0.000    0.000 E:\python\python36\lib\signal.py:17(<lambda>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\utils.py:45(KnownFailureException)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\utils.py:1203(_Dummy)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\utils.py:1807(IgnoreException)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\utils.py:1849(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\utils.py:1914(suppress_warnings)
        1    0.000    0.000    0.014    0.014 E:\python\python36\lib\site-packages\numpy\testing\_private\utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\shutil.py:68(ReadError)
