Mon Aug 20 17:27:59 2018    profile.stats

         328200 function calls (322435 primitive calls) in 0.546 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:993(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:973(_MaskedBinaryOperation)
        6    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:1142(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:1121(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:1280(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:1312(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:1326(make_mask_descr)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:1359(getmask)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:2381(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:2375(_MaskedPrintOption)
        8    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:2548(_arraymethod)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:2593(MaskedIterator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:2772(__new__)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:2902(_update_from)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:2928(__array_finalize__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:3075(view)
        4    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:3345(dtype)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:3361(shape)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:2707(MaskedArray)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:6045(mvoid)
        4    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:6245(__has_singleton)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:6251(__new__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:6269(__array_finalize__)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:6333(__setattr__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:6241(MaskedConstant)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:6434(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:6425(_extrema_operation)
       26    0.000    0.000    0.001    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:6553(__init__)
       26    0.000    0.000    0.001    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:6558(getdoc)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:6542(_frommethod)
        8    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:8046(__init__)
        8    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:8051(getdoc)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\core.py:8033(_convert2ma)
        1    0.000    0.000    0.004    0.004 E:\python\python36\lib\site-packages\numpy\ma\core.py:21(<module>)
       10    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\extras.py:238(__init__)
       10    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\extras.py:242(getdoc)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\extras.py:218(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\extras.py:273(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\extras.py:291(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\extras.py:304(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\extras.py:329(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\extras.py:1443(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\extras.py:1489(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\ma\extras.py:1473(mr_class)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\numpy\ma\extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 D:\2018Autumn\USTC\WiFi\code\csi-tools-python\csi_proc\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\2018Autumn\USTC\WiFi\code\csi-tools-python\csi_proc\get_SNRs.py:20(get_simo_SNRs)
        1    0.000    0.000    0.363    0.363 D:\2018Autumn\USTC\WiFi\code\csi-tools-python\csi_proc\get_SNRs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\2018Autumn\USTC\WiFi\code\csi-tools-python\signal_proc\__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 E:\python\python36\lib\site-packages\scipy\__init__.py:57(<module>)
        1    0.000    0.000    0.362    0.362 D:\2018Autumn\USTC\WiFi\code\csi-tools-python\signal_proc\bpsk.py:3(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\__config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\version.py:3(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\_lib\__init__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_testutils.py:16(FPUModeChangeWarning)
       17    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_testutils.py:4(<module>)
       12    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_version.py:62(<listcomp>)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_version.py:70(<listcomp>)
       12    0.000    0.000    0.001    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_version.py:55(__init__)
        6    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_version.py:78(_compare_version)
        6    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_version.py:136(__lt__)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_version.py:148(__gt__)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_version.py:17(NumpyVersion)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\_lib\_version.py:7(<module>)
        4    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_ccallback.py:9(CData)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\_lib\_ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\__init__.py:354(<listcomp>)
        1    0.000    0.000    0.355    0.355 E:\python\python36\lib\site-packages\scipy\stats\__init__.py:342(<module>)
        1    0.000    0.000    0.336    0.336 E:\python\python36\lib\site-packages\scipy\stats\stats.py:156(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\special\__init__.py:653(<listcomp>)
        1    0.000    0.000    0.046    0.046 E:\python\python36\lib\site-packages\scipy\special\__init__.py:634(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\special\sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\special\sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\special\sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\special\basic.py:756(erfinv)
        1    0.000    0.000    0.036    0.036 E:\python\python36\lib\site-packages\scipy\special\basic.py:5(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\__init__.py:210(<listcomp>)
        1    0.000    0.000    0.032    0.032 E:\python\python36\lib\site-packages\scipy\linalg\__init__.py:184(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\special\orthogonal.py:124(orthopoly1d)
        1    0.000    0.000    0.033    0.033 E:\python\python36\lib\site-packages\scipy\special\orthogonal.py:72(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\misc.py:11(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\linalg_version.py:1(<module>)
        1    0.000    0.000    0.014    0.014 E:\python\python36\lib\site-packages\scipy\linalg\misc.py:1(<module>)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\blas.py:236(find_best_blas_type)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\blas.py:297(_get_funcs)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\blas.py:343(get_blas_funcs)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\linalg\blas.py:202(<module>)
        1    0.000    0.000    0.011    0.011 E:\python\python36\lib\site-packages\scipy\linalg\lapack.py:461(<module>)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_util.py:156(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_util.py:138(DeprecatedImport)
      121    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_util.py:173(check_random_state)
      340    0.000    0.000    0.001    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_util.py:292(<listcomp>)
      340    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_util.py:296(<listcomp>)
      340    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_util.py:301(<listcomp>)
      340    0.000    0.000    0.001    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_util.py:306(<listcomp>)
      340    0.002    0.000    0.020    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_util.py:269(getargspec_no_self)
        1    0.000    0.000    0.008    0.008 E:\python\python36\lib\site-packages\scipy\_lib\_util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:73(isclass)
      710    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:159(isfunction)
      340    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:505(_is_wrapper)
      340    0.001    0.000    0.001    0.000 E:\python\python36\lib\inspect.py:485(unwrap)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:880(BlockFinder)
       10    0.000    0.000    0.001    0.000 E:\python\python36\lib\inspect.py:1082(getfullargspec)
      333    0.001    0.000    0.003    0.000 E:\python\python36\lib\inspect.py:1780(_signature_bound_method)
      350    0.003    0.000    0.009    0.000 E:\python\python36\lib\inspect.py:2095(_signature_from_function)
  683/350    0.002    0.000    0.016    0.000 E:\python\python36\lib\inspect.py:2176(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:2377(_void)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:2381(_empty)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:2385(_ParameterKind)
     1028    0.002    0.000    0.003    0.000 E:\python\python36\lib\inspect.py:2445(__init__)
     2330    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:2495(name)
     1186    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:2499(default)
       62    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:2503(annotation)
     3867    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:2507(kind)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:2413(Parameter)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:2565(BoundArguments)
     1378    0.000    0.000    0.001    0.000 E:\python\python36\lib\inspect.py:2774(<genexpr>)
      683    0.002    0.000    0.003    0.000 E:\python\python36\lib\inspect.py:2725(__init__)
      340    0.000    0.000    0.016    0.000 E:\python\python36\lib\inspect.py:2798(from_callable)
     1703    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:2804(parameters)
       10    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:2808(return_annotation)
      333    0.000    0.000    0.002    0.000 E:\python\python36\lib\inspect.py:2812(replace)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\inspect.py:2695(Signature)
      340    0.000    0.000    0.016    0.000 E:\python\python36\lib\inspect.py:3050(signature)
        1    0.000    0.000    0.006    0.006 E:\python\python36\lib\inspect.py:27(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\dis.py:416(Bytecode)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\opcode.py:37(<listcomp>)
      118    0.000    0.000    0.000    0.000 E:\python\python36\lib\opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 E:\python\python36\lib\opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 E:\python\python36\lib\opcode.py:47(jrel_op)
        6    0.000    0.000    0.000    0.000 E:\python\python36\lib\opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
       21    0.000    0.000    0.000    0.000 <string>:12(__new__)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\basic.py:1044(LstsqLapackError)
        1    0.000    0.000    0.004    0.004 E:\python\python36\lib\site-packages\scipy\linalg\basic.py:7(<module>)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\linalg\flinalg.py:5(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\_decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\_decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\_decomp_polar.py:1(<module>)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\linalg\matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\_expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\_matfuncs_sqrtm.py:22(SqrtmError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\_matfuncs_sqrtm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\_solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\_procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\linalg\_sketches.py:1(<module>)
       13    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\dual.py:12(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\special\_logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\special\spfun_stats.py:33(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\special\_ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\special\lambertw.py:1(<module>)
      359    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:43(instancemethod)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\special\_spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:276(<listcomp>)
        1    0.000    0.000    0.273    0.273 E:\python\python36\lib\site-packages\scipy\stats\distributions.py:8(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:356(<listcomp>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:427(rv_frozen)
      111    0.000    0.000    0.008    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:591(__init__)
      111    0.002    0.000    0.030    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:626(_construct_argparser)
      230    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:714(<genexpr>)
      111    0.002    0.000    0.064    0.001 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:706(_construct_doc)
        2    0.000    0.000    0.001    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:740(_construct_default_doc)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:586(rv_generic)
       98    0.003    0.000    0.083    0.001 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:1487(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:1313(rv_continuous)
       13    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:2657(__new__)
       13    0.000    0.000    0.023    0.002 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:2668(__init__)
       13    0.000    0.000    0.015    0.001 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:2717(_construct_docstrings)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:2525(rv_discrete)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:3295(rv_sample)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:3378(get_distribution_names)
        1    0.000    0.000    0.154    0.154 E:\python\python36\lib\site-packages\scipy\stats\_distn_infrastructure.py:5(<module>)
        1    0.000    0.000    0.073    0.073 E:\python\python36\lib\site-packages\scipy\misc\__init__.py:57(<module>)
      297    0.029    0.000    0.062    0.000 E:\python\python36\lib\site-packages\scipy\misc\doccer.py:12(docformat)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\misc\doccer.py:135(_doc)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\misc\doccer.py:128(extend_notes_in_docstring)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\misc\doccer.py:155(_doc)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\misc\doccer.py:148(replace_notes_in_docstring)
      293    0.008    0.000    0.013    0.000 E:\python\python36\lib\site-packages\scipy\misc\doccer.py:172(indentcount_lines)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\misc\doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\misc\common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\__init__.py:193(<listcomp>)
        1    0.000    0.000    0.061    0.061 E:\python\python36\lib\site-packages\scipy\interpolate\__init__.py:172(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\interpolate.py:107(interp2d)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\interpolate.py:345(interp1d)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\interpolate.py:704(_PPolyBase)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\interpolate.py:927(PPoly)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\interpolate.py:1332(BPoly)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\interpolate.py:1877(NdPPoly)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\interpolate.py:2306(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\interpolate.py:2673(_ppform)
        1    0.000    0.000    0.058    0.058 E:\python\python36\lib\site-packages\scipy\interpolate\interpolate.py:2(<module>)
        1    0.000    0.000    0.007    0.007 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack.py:1(<module>)
        1    0.000    0.000    0.004    0.004 E:\python\python36\lib\site-packages\scipy\interpolate\_fitpack_impl.py:22(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\_bsplines.py:46(BSpline)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\interpolate\_bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\polyint.py:21(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\polyint.py:142(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\polyint.py:221(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\polyint.py:464(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:70(UnivariateSpline)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:519(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:627(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:766(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:916(BivariateSpline)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:996(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:1058(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:1125(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:1211(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:1293(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:1385(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:1519(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\interpolate\fitpack2.py:7(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\spatial\__init__.py:101(<listcomp>)
        1    0.000    0.000    0.045    0.045 E:\python\python36\lib\site-packages\scipy\spatial\__init__.py:90(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\spatial\kdtree.py:77(Rectangle)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\spatial\kdtree.py:244(node)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\spatial\kdtree.py:261(leafnode)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\spatial\kdtree.py:266(innernode)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\spatial\kdtree.py:176(KDTree)
